1540598400.0 36.42795120936451 -63.92287581869929
1540605600.0 34.6858857334964 -63.942861933203716
1540612800.0 33.401554753803794 -63.93534833908216
1540620000.0 32.150375501542285 -64.06370376618966
1540627200.0 28.934806878376854 -63.8616989653279
1540634400.0 26.831821057972864 -63.201418509170864
1540641600.0 25.835058100446947 -63.02244599731798
1540648800.0 24.20533235786988 -62.89006546558868
1540656000.0 21.84408556119723 -62.83223435904842
1540663200.0 20.232586752016335 -62.69298857756003
1540670400.0 19.326234070383627 -62.376998847379916
1540677600.0 17.815747412132 -62.017523844423906
1540684800.0 16.90183652045971 -61.63888933580951
1540692000.0 16.069391073091392 -61.30131163344437
1540699200.0 15.209932527906204 -60.935420324915306
1540706400.0 14.000584551094923 -60.43733894635243
1540713600.0 13.526662828646586 -60.07288187214748
1540720800.0 13.03429039876935 -59.9544994474427
1540728000.0 12.472794812074579 -59.92490958665031
1540735200.0 11.939200786877032 -59.9450823517688
1540742400.0 11.141355267820842 -60.11480956052327
1540749600.0 9.745672324283763 -60.42586669842848
1540756800.0 7.886756268092029 -60.519299888888284
1540764000.0 6.950232603301891 -60.27947496985646
1540771200.0 6.639063547251751 -60.050182110076555
1540778400.0 5.8374474164943475 -60.78875526591089
1540785600.0 346.6629445274605 -8.013952249923381
1540792800.0 346.9895702930468 -7.965324311574839
1540800000.0 346.9173979497271 -7.8935103926897945
1540807200.0 346.146873026805 -7.109477226300748
1540814400.0 345.9853655593358 -5.988678437701852
1540821600.0 346.3091353685786 -5.4116251239037645
1540828800.0 346.48892926779337 -5.168110095555673
1540836000.0 346.52264470265453 -5.067475243084084
1540843200.0 346.47940412777547 -5.014544342692964
1540850400.0 346.39778596645215 -4.990461573513599
1540857600.0 346.2971510747738 -4.97460873554838
1540864800.0 346.18183411786146 -4.971907797347263
1540872000.0 346.0618291868169 -4.980702787690676
1540879200.0 345.94248639405225 -4.993011818735553
1540886400.0 345.84385914068724 -5.006888851552033
1540893600.0 345.76177118063015 -5.020849774326526
1540900800.0 345.6919968529752 -5.035121327686084
1540908000.0 345.6282080564525 -5.054337969696403
